date;BTS Comdty;CN Comdty;DU Comdty;FV Comdty;G  Comdty;IK Comdty;JB Comdty;KAA Comdty;KE Comdty;OAT Comdty;OE Comdty;RX Comdty;TFC Comdty;TFS Comdty;TFT Comdty;TU Comdty;TY Comdty;UB Comdty;US Comdty;UXY Comdty;WN Comdty;XM Comdty;XQ Comdty;YM Comdty
2013-09-20;112.1480105824;213.2804303036;117.3704088787;215.2374457463;204.8179357258;129.8068844542;258.656627154;;;110.3934600845;187.4441687044;235.5513273453;;;;145.9443878088;452.9273499923;130.4969408336;337.0634234572;;133.2819236928;233.8973624992;106.7682644625;154.7951915749
2013-09-23;112.2008520538;213.8429936103;117.4030728343;215.36312191;205.4458777916;130.057338895;;111.3563962692;149.2748520067;110.773559139;187.8322095654;236.3527895345;100.1785993252;;;145.9547502333;453.4921677377;131.4411367765;337.6234494561;;133.6678443149;233.4204763189;106.8889865574;154.7046841842
2013-09-24;112.285398408;215.0530045554;117.446624775;215.7540601048;207.2459186488;130.4270573551;259.1036888313;111.4780069764;149.2021485995;111.3437077208;188.2668153298;237.6769444559;100.1467468843;;;145.9651126579;455.2431027482;132.6049131713;340.3429929771;;135.2415144802;234.7515078225;107.1303604236;154.9749492354
2013-09-25;112.285398408;215.5644754151;117.4248245948;216.0892337803;208.1703370963;130.4748160005;259.1752042038;111.41734157;149.1296125237;111.6550436059;188.3755875663;238.3746429175;100.2528904666;;;146.0065623563;456.485701788;133.6820535878;341.94272446;;135.8055797193;235.2276641402;107.2603814606;155.1549421132
2013-09-26;112.0425258148;215.0207548101;117.4302641489;215.9635715832;208.385815189;129.4618983392;258.9433899606;110.9102623799;149.0423050894;111.5342016002;188.391096546;238.252780715;100.403678399;;;146.0065623563;455.8079204936;133.7478740163;340.742805868;;134.9148566341;235.2276641402;107.1955911888;155.1099561053
2013-09-27;111.7985722665;215.668177732;117.4794380248;216.256918378;209.1356824767;128.7556850935;259.1588968953;111.1231385419;149.1877511384;111.7509513113;188.7493906755;239.2669900553;100.1807368142;;;146.03764963;456.7116288861;134.6734612809;341.5426716094;;135.1821329412;235.6073031158;107.3533666088;155.1547306405
2013-09-30;111.7667663379;215.8560272106;117.4739766818;216.3825805751;209.0762180433;128.6719342077;259.1229314851;111.3766215069;149.260491083;111.9069419533;188.8116750876;239.354383154;100.2677404404;;;146.0790993283;456.8810742097;134.7395453622;341.3826984611;;135.0039883241;236.6589098884;107.3998794921;155.3796389584
2013-10-01;112.0557560178;215.7731460226;117.4686602333;216.0752961417;209.1331085415;129.650413726;259.320748121;111.0524073492;149.1195781913;111.8816213414;188.58424961;238.9458236515;;;;146.03764963;455.9208840426;134.3318704727;340.4228595714;;134.291409856;235.9265872501;107.3908512568;155.0786754413
2013-10-02;112.3253733925;215.8228073979;117.4846850509;216.4104698172;209.3610075798;130.7388565657;259.5383894978;111.4553501241;149.2323452349;111.8477007701;188.6604168266;239.0484468508;;;;146.0790993283;456.8810742097;133.8575921593;341.1428587186;;134.5883175511;235.9265872501;107.3818352466;155.035809556
2013-10-03;112.3149775477;216.021934394;117.4953949923;216.6060296922;209.5880920911;130.6684587496;259.7922522398;;;111.6691722031;188.6298737111;238.8941269034;;;;146.0998241775;457.5588555041;133.2092308379;341.5426716094;;134.7070806291;235.9265872501;107.4631760229;155.035809556
2013-10-04;112.4706061596;215.158297134;117.4740175625;216.2288475827;208.8732603836;131.3242028053;259.5561342387;111.4454955556;149.2323452349;111.6182651363;188.446978226;238.4320846209;;;;146.0687369037;456.1468111408;132.5190161108;340.3429929771;;134.232028317;234.2777836686;107.2913066329;154.7336002453
2013-10-07;112.5430993009;215.5736685862;117.4900211536;216.2288475827;209.4378118589;131.6397837662;259.683405733;111.2679127462;149.2040449307;111.8553946167;188.6903904676;239.0299269971;;;;146.0169247808;456.5421835625;133.0141957441;341.3028318669;;134.8852252461;233.189086127;107.3727500624;154.5616537764
2013-10-08;112.3978352463;215.6068178508;117.4686421515;216.061358503;209.3247189974;131.1010972453;259.6106191532;110.9337619685;149.105372849;111.7366027242;188.5227239419;238.875901575;100.2443628488;;;145.9236629596;456.4292200135;132.7984877775;341.4628050152;;135.0633698632;233.4616200617;107.3727500624;154.5616537764
2013-10-09;112.3668926703;215.754970864;117.4633292407;216.1870207002;209.6975991613;130.9381258445;259.5924674429;;;111.7450373118;188.5833303794;238.9099255444;100.1636184131;;;146.0065623563;456.4292200135;132.9485838438;340.742805868;;134.469554473;233.2801466904;107.3368872059;154.4756008072
2013-10-10;112.4288052943;215.3429195034;117.4526987021;216.0892337803;208.5773436593;131.264213338;259.6104544405;110.4333138285;148.9927797995;111.4159423705;188.310480341;237.9057728827;100.1466223619;;;146.0169247808;455.4125480718;131.8545413392;339.5431272356;;134.0538837;231.9225017128;107.2381408821;154.1314410322
2013-10-11;112.5840447202;215.392356145;117.4633606873;216.3126828973;208.8572670991;131.7431110656;259.5925076987;110.5810537484;149.0492864133;111.5682816556;188.4625121008;238.1447512426;100.1083668706;;;146.0480120546;455.8644022681;132.0696940525;339.9429401265;;134.321041244;232.4647558008;107.309942561;154.2174598052
2013-10-14;112.6773532074;;117.4687011139;216.0195176558;208.4824208356;131.9888342215;;110.2464294708;148.9504745108;111.5852381969;188.4777421811;238.0763508803;99.8851733573;;;145.9754750825;455.1866209737;131.8541605941;338.4233151976;;133.3115550808;232.6461459274;;154.3468000802
2013-10-15;112.7700916516;214.5009517014;117.4209309074;216.1591314581;207.4359315205;132.1516488726;259.3598863228;110.2958726176;148.9788405558;111.2397527228;188.1598644203;237.2095741487;99.7339231761;;;146.0169247808;454.9606938756;130.9758720629;338.2633420493;;133.4006867708;231.101762089;107.1930622672;153.957165744
2013-10-16;112.8730427943;214.9970855882;117.3785062377;216.4943051337;206.6902180047;132.2097452865;259.7346330278;110.5336473873;149.0356796581;111.0629540075;187.9330106592;236.649217044;99.7957581503;;;146.0583744792;456.4292200135;130.4408062069;340.3429929771;;134.5289360121;230.3791818923;107.3011498464;153.913950838
2013-10-17;112.9356055878;215.9288744836;117.453701457;217.0947548069;208.2775485693;132.5745620001;259.9511613772;110.7619090241;149.1068514315;111.5404629929;188.5303939116;237.973483502;99.7211101476;;;146.0998241775;458.914418093;131.589691871;343.3824827947;;136.0431058753;232.3025432345;107.5186490407;154.3515655592
