,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,101m,102m,103m,104m,105m,106m,107m,108m,109m,110m,111m,112m,113m,114m,115m,116m,117m,118m,119m,120m,121m,122m,123m,124m,125m,126m,127m,128m,129m
2003-02-24,,0.2830674622319617,0.2841237890201913,0.2851801158084209,0.28623644259665043,0.28729276938488,0.2883490961731096,0.293659144920377,0.299678147327484,0.305697149734591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-25,,0.29058928891023644,0.2901792415540218,0.28976919419780717,0.28935914684159253,0.2889490994853779,0.28853905212916325,0.29415021838963445,0.3003951966097567,0.30664017482987904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-26,,0.2905058575360193,0.29053759111059424,0.29056932468516916,0.29060105825974414,0.29063279183431906,0.290664525408894,0.29536151770794533,0.3002917729432205,0.30522202817849564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-27,0.2832013172694301,0.28370109772452506,0.2842008781796201,0.28470065863471505,0.28520043908981,0.28570021954490504,0.2862,0.29227246453951866,0.2983449290790373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,0.2815566989407093,0.28231997351867,0.2830832480966307,0.2838465226745915,0.2846097972525522,0.2853730718305129,0.2863597631474765,0.29181478924449705,0.29726981534151753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-05,0.2667777777777758,0.26969444444444285,0.27261111111110986,0.2755277777777769,0.278444444444444,0.281361111111111,0.2844784196612799,0.2895018261047163,0.29452523254815266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-06,0.2669166666666636,0.26983333333333065,0.27274999999999777,0.27566666666666484,0.2785833333333319,0.28149999999999903,0.2847248931535764,0.2897991452286156,0.29487339730365486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-07,0.2670152645524495,0.2697204034528306,0.27242554235321176,0.27513068125359286,0.27783582015397396,0.2805409590543551,0.2834946088261213,0.2875044298012741,0.2915142507764269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-10,0.28700878106603955,0.2863998190628425,0.2857908570596455,0.28518189505644853,0.2845729330532515,0.2839639710500545,0.28430445313305946,0.2876831562919107,0.29106185945076196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-11,0.28617190704299916,0.28484682331047423,0.2835217395779493,0.28219665584542436,0.2808715721128994,0.2795464883803745,0.2800340337155469,0.28505315171996287,0.2900722697243788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-12,0.2855526863633577,0.2844637152304858,0.28337474409761393,0.28228577296474205,0.2811968018318702,0.2801078306989983,0.2807962743473627,0.28503954755819966,0.2892828207690366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-13,0.28897769809228213,0.2867077154048181,0.284437732717354,0.2821677500298899,0.2798977673424259,0.2776277846549618,0.27813600130110266,0.28315879186435156,0.2881815824276005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-14,0.2899903830799544,0.2870916789818483,0.2841929748837421,0.28129427078563596,0.27839556668752985,0.2754968625894237,0.27548313636358596,0.2793160473007728,0.28314895823795966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-17,0.26663282838981184,0.26775176800843725,0.26887070762706267,0.2699896472456881,0.2711085868643135,0.2722275264829389,0.2744605762463127,0.27791914716890964,0.2813777180915066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-18,0.2954152555617146,0.29118214914895046,0.2869490427361864,0.28271593632342223,0.2784828299106581,0.274249723497894,0.27474609602533856,0.2795419948620638,0.2843378936987891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-19,0.298184055558814,0.2932052469504104,0.2882264383420068,0.2832476297336032,0.2782688211251996,0.27329001251679597,0.2730096416895413,0.2762530991981483,0.2794965567067553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
