,LTN NTNF 0.5y,LTN NTNF 1y,LTN NTNF 1.5y,LTN NTNF 2y,LTN NTNF 3y,LTN NTNF 4y,LTN NTNF 5y,LTN NTNF 6y,LTN NTNF 7y,LTN NTNF 8y,LTN NTNF 9y,LTN NTNF 10y
2006-01-20 00:00:00,101.07197801567803,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897,101.27107718102897
2006-01-23 00:00:00,101.14997599778046,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158,101.3680761619158
2006-01-24 00:00:00,101.19075206397173,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966,101.39159447917966
2006-01-25 00:00:00,101.27004035456481,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234,101.43405226658234
2006-01-26 00:00:00,101.33291161661163,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426,101.4651163501426
2006-01-27 00:00:00,101.38871603312732,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823,101.53937042226823
2006-01-30 00:00:00,101.46116388295846,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456,101.64456114983456
2006-01-31 00:00:00,101.52170820586238,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496,101.68425798960496
2006-02-01 00:00:00,101.58995684282775,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537,101.74641149387537
2006-02-02 00:00:00,101.65226444697062,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572,101.81879317214572
2006-02-03 00:00:00,101.72619622897533,101.88595696980028,101.90035317931316,101.89924153207232,102.25958678956431,102.24721492020723,101.87664732723022,101.87664732723022,101.87664732723022,101.87664732723022,101.87664732723022,101.87664732723022
2006-02-06 00:00:00,101.80461492968138,102.00038362809315,102.05930954715454,102.09529990464134,102.52615320079056,103.2188588277602,103.97095271301123,103.97095271301123,103.97095271301123,103.97095271301123,103.97095271301123,103.97095271301123
2006-02-07 00:00:00,101.8802943897982,102.16667931344983,102.31184426687155,102.49832610367082,102.90014505554407,103.78097845981179,104.69269957915486,104.69269957915486,104.69269957915486,104.69269957915486,104.69269957915486,104.69269957915486
2006-02-08 00:00:00,101.93907814875669,102.22592233263502,102.35528286483043,102.62750747795971,103.32178962850871,103.02456042424927,102.05040710603858,102.05040710603858,102.05040710603858,102.05040710603858,102.05040710603858,102.05040710603858
2006-02-09 00:00:00,102.00898837649194,102.26418077182201,102.39277995509887,102.57106207421997,103.20301288590588,102.93491694418782,102.10839286579089,102.10839286579089,102.10839286579089,102.10839286579089,102.10839286579089,102.10839286579089
2006-02-10 00:00:00,102.07797043723116,102.3450647586276,102.52472289445151,102.71207350327045,103.58191012182921,103.25340015683861,102.16641157346008,102.16641157346008,102.16641157346008,102.16641157346008,102.16641157346008,102.16641157346008
2006-02-13 00:00:00,102.15078395515425,102.46449830645594,102.74771242609103,103.00876405384815,104.30789928899134,103.82461829017808,102.22446324776743,102.22446324776743,102.22446324776743,102.22446324776743,102.22446324776743,102.22446324776743
