,FRC 0.5y,FRC 1y,FRC 1.5y,FRC 2y,FRC 3y,FRC 4y,FRC 5y,FRC 6y,FRC 7y,FRC 8y
2022-04-07 00:00:00,115.45510300376995,123.26376958046963,126.81502630575939,131.60702744948978,144.19189322757995,157.30280562775758,169.51348133015117,179.90731712632294,190.49441412195128,200.42360989142685
2022-04-08 00:00:00,115.46020932527134,123.27092155367663,126.81988233208061,131.5868648732707,144.08220768279162,157.11576185748697,169.190561051966,179.5930668895091,190.15746332591408,199.90791208261228
2022-04-11 00:00:00,115.46544326227242,123.27761761986325,126.82283444463953,131.58817531970894,144.07327510393097,157.0337625945415,168.92119093722357,179.05389931138612,189.40916130489975,198.9489052508005
2022-04-12 00:00:00,115.500696823181,123.37293683719578,127.00297145866097,131.87299568816465,144.58567813023404,157.65440219148581,169.60809824045182,179.8384114910502,190.3250075075056,199.93021880207644
2022-04-13 00:00:00,115.53550110793698,123.45369355246633,127.1382176982913,132.0553824502585,144.84198442273606,157.97651222669052,170.0348068114555,180.3643009017311,190.9548865912086,200.59039221726943
2022-04-14 00:00:00,115.50058308058559,123.36318959553815,126.97226644460642,131.80893587855604,144.42054498451063,157.3950934066621,169.27993546318925,179.36097262010756,190.01957703884867,199.72859491569272
2022-04-18 00:00:00,115.49581202336267,123.34815225168049,126.94106708861615,131.75494865793195,144.3211563677464,157.2964761480901,169.15232742633884,179.17595636917605,189.7627295884674,199.51199736474103
2022-04-19 00:00:00,115.46062346032436,123.25783768118555,126.77667211523084,131.50267464728427,143.86328875732332,156.63295877718403,168.2780231857239,178.1721062179823,188.34441786940863,197.69153268226992
2022-04-20 00:00:00,115.45649311888242,123.24411621693388,126.74741753347867,131.46845901176218,143.8713258956709,156.77239555235255,168.49091775279612,178.37469380407617,188.59513567110946,197.9814583171254
2022-04-22 00:00:00,115.3514498803401,123.01470142767482,126.3849206951102,130.9813040408034,143.15548280750835,155.9107999987534,167.5902059581549,177.26283175282458,187.5070187096096,196.84112617538304
2022-04-25 00:00:00,115.38653635703058,123.11010589714607,126.56591767095486,131.2434390933656,143.58890789146912,156.52834299389394,168.33209675575878,178.30374406977833,188.75882696814216,198.25890333544058
2022-04-26 00:00:00,115.40501133573318,123.15985754486705,126.6596777660904,131.39493328390424,143.88411292774285,156.93323106451314,168.78530157344323,178.79406561645447,189.27046803075078,198.640976039336
