date;CDS Argentina;CDS Australia;CDS Austria;CDS Belgium;CDS Brazil;CDS Chile;CDS China;CDS Colombia;CDS Denmark;CDS Finland;CDS France;CDS Germany;CDS Greece;CDS Hungary;CDS Indonesia;CDS Ireland;CDS Italy;CDS Japan;CDS Kazakhstan;CDS Korea;CDS Malaysia;CDS Mexico;CDS Netherlands;CDS Panama;CDS Peru;CDS Philippines;CDS Poland;CDS Portugal;CDS Qatar;CDS Russia;CDS Saudi Arabia;CDS South Africa;CDS Spain;CDS Sweden;CDS Thailand;CDS Turkey;CDS Ukraine;CDS United Kingdom;CDS United States;CDS Venezuela
2010-05-25;;98.749739451;99.9559951745;96.9428754646;99.7448945079;99.0798157125;99.1060267237;99.6355673506;99.8437725332;99.7860736175;98.0535743109;99.3955283122;81.6294518068;;99.4190586592;95.1426535411;94.3571054931;98.1694149902;102.6064256904;97.6416945595;98.8014643152;101.2584032744;99.4696702099;101.1939715436;100.2337769909;100.2097442343;98.2365693416;88.247378861;99.6855967545;100.8771897634;100.644959582;98.5209126429;92.8944757948;100.692322019;97.0723652741;100.5286572871;116.4106615821;98.682478279;145.616592842;
2010-05-26;;98.976685967;100.0149098485;97.1399513268;100.2760772157;99.3681318851;99.5813829673;100.1252115639;99.8643020123;99.925820328;98.1036960723;99.4185187939;82.0966284968;;100.4952677714;95.2133898489;94.0709950138;98.0844712676;103.4071038757;98.4555127189;99.3873819806;101.6976034635;99.484681935;101.6937764003;100.6763225123;100.8852606661;98.9532665997;88.5620630479;99.9726596379;101.8313533028;100.6467151594;99.1792711577;92.9800676706;100.7144239691;97.531452574;101.3426794591;118.1654699409;98.7515230908;145.5389664065;
2010-05-27;;99.1927244771;100.0475892084;97.0891141783;100.5692178917;99.7101339308;100.0203287614;100.5437596201;99.9175303597;99.9586651249;98.180237245;99.4617474925;82.5847516523;;101.3564542859;95.3857660546;94.081226169;98.1853802516;103.9585992627;99.0902630726;99.7286689969;102.0608201575;99.5131790261;102.1432590353;101.0681635033;101.6574396103;99.8818094382;88.6271091094;100.1715715965;102.5260051393;100.7657621867;99.9626540349;93.2392744362;100.7658559925;98.1313291597;101.8490954089;119.9363271843;98.7850280837;145.6999054613;
2010-05-28;;99.4853400818;100.1631136008;97.3317538692;100.4996991352;99.6663916647;100.1795342913;100.6345599409;99.9533424876;99.9675048432;98.2858729956;99.4870927232;82.7755510087;;101.5028060338;95.929336857;94.654097497;98.5571481869;104.0083344486;99.4244088885;100.1321074855;102.0017527483;99.5807587306;101.9408534201;101.0028943681;101.8150562953;99.892455245;89.0201474462;100.2728219347;102.4867034976;100.8296952927;100.0040192668;93.8165018349;100.816032122;98.6317738375;101.8673838999;120.0062597799;98.8925309004;145.7414482617;
2010-05-31;;99.2627730916;100.1222691862;97.3306751224;100.5037562362;99.4365890785;100.1471487571;100.6467538935;99.9482917104;99.9845814505;98.2924216287;99.4620600985;83.1355031382;;101.6069978413;96.0485524792;94.6578624628;98.5332950831;104.0057255997;99.3924753034;100.0604119226;102.005927566;99.5949880255;101.9410029535;100.9860633243;101.7245829;99.900769959;89.1474632955;100.2776655956;102.4953686966;100.8532315868;100.0017604126;93.8828208491;100.8623890466;98.4413414531;101.8758516577;120.0200568748;98.8998744988;145.7427629876;
2010-06-01;;99.1289071781;99.9482946666;96.911047509;100.4047812973;99.4634354735;99.8486671044;100.6418832158;99.8900271574;99.7913778929;97.8949465564;99.4302086163;81.5090616633;;101.1422917015;94.9497771217;93.3786254927;98.4268865953;103.6051891935;98.7390090602;99.5769613568;101.9960792182;99.4724728025;101.9570276158;100.9300755926;101.319554988;99.5039146448;87.9082172097;100.275164815;102.0339082837;100.8539304596;99.5505894885;92.663354305;100.7511189527;98.1266967622;101.4043209789;119.1714502792;98.7567484421;145.6912746485;
2010-06-02;;99.1489368516;99.854639912;96.8731039536;100.5279694626;99.4844114123;99.8964037447;100.7456134266;99.8381723454;99.7205479994;97.6897884762;99.3347587554;81.3862735803;;101.2429187;94.7383660542;93.1706328827;98.314427787;103.7267570492;98.9739526784;99.7331962259;102.0942037561;99.4240340332;101.9984131863;101.0127991863;101.5263463058;99.5263631498;87.6389542366;100.2577064894;102.0584086099;100.8559212167;99.5049011314;92.4224180733;100.6863468583;98.4439910629;101.4542615305;119.4320926885;98.589368123;145.6329110718;
2010-06-03;;99.2507104032;99.8819480425;96.807270456;100.5887450938;99.5368619429;100.0032743046;100.8146281253;99.8324322031;99.8110656887;97.5862312647;99.3637519008;81.2894096766;;101.7233373951;94.7632305402;93.2330776105;98.3914086753;103.873100757;99.4859140038;100.206498462;102.1333899429;99.4030714158;102.1028533596;101.1505097253;101.9723694453;99.1327848385;88.1340241617;100.319637693;102.0050204582;100.8572449015;99.3734064804;92.3234116538;100.6759985894;98.9806739885;101.3238545338;119.7931425639;98.5857879213;145.6833060146;
2010-06-04;;99.2738385379;98.4355865955;96.1472440207;100.0394647095;99.4357484682;99.9615194022;100.3707654608;99.6205077121;99.6130060519;97.207016607;99.0739465378;80.4456308495;;101.5581981897;94.0081546738;92.8125616709;98.3483718906;103.0402838361;99.4820409959;100.1914720009;101.5919341178;99.0910047953;101.6233218874;100.5511259735;101.7086055143;98.0519856582;87.6036159664;100.1187525845;101.2218455323;100.8884779019;98.7060207717;91.948130813;100.4967267684;98.7873692939;100.6404762548;118.7069618986;98.3575214956;145.378567983;
2010-06-07;;98.9357254797;98.2331969372;95.9233612676;100.0633129322;99.2379694023;99.5731786651;100.3583785538;99.6430403668;99.5325857277;96.9140482051;99.1314385002;80.6751809165;;101.3059032665;94.0045527249;92.7358074718;98.1343992335;102.7455452375;99.0039111664;99.6677176869;101.5843073618;99.099104259;101.6151059927;100.4954969156;101.5381995952;98.1396281912;87.5990645253;100.1063248411;101.136838251;100.9076333017;98.5567535968;91.8785318414;100.4077163284;98.452201644;100.5966646333;118.0411516145;98.2819925653;145.3401152265;
2010-06-08;;99.1020122451;98.2441411037;95.8099024892;99.8306548367;98.9917017693;99.5776548116;100.1510619028;99.7065247863;99.5006992743;96.8977289106;99.1658968113;80.2813025373;;101.2715467774;94.0799146341;93.1443620773;98.1871998162;102.6044608837;99.0197566385;99.8242823073;101.294850312;99.0776836147;101.4292895201;100.2138910819;101.4407855449;97.850260899;87.7580719622;100.1291403242;101.0238593079;100.9142472995;98.4065145565;92.1469932678;100.4174094399;98.5896754462;100.533967533;117.4925873255;98.2747999501;145.3961975078;
2010-06-09;;99.0406865073;98.600431407;96.2508747266;100.0833949443;99.1767669676;99.5831263083;100.4666707437;99.8187629409;99.5935741512;97.2833404824;99.3678208332;80.9123390281;;101.0794302425;95.035146017;94.3077374303;98.1591040095;103.3747278616;99.0130825994;99.7079430077;101.6252847037;99.2429118445;101.6966036949;100.5986541126;101.2655883179;98.5735147428;89.1121355152;100.2735819494;101.4907478432;100.9143488674;98.7533651586;93.0490413477;100.5428411619;98.5048800554;100.8841573464;117.6590399606;98.5301590122;145.5144244053;
2010-06-10;;98.891580991;99.1192838499;96.6648317878;100.2836478305;99.1922650196;99.4837255206;100.6855360538;99.9701142936;99.6756834967;97.5098120164;99.5572250263;81.2057215905;;100.8668060168;95.933722683;95.1191111672;98.128414019;103.7924347041;98.9156094255;99.6555716165;101.7800969336;99.4129642021;101.9316571432;100.7500811337;101.1414657159;99.3516109253;89.7369511452;100.3830092285;101.7757556107;100.9188810439;99.1794231606;93.8215045608;100.6258733584;98.3923856142;101.2152236453;119.0196000741;98.7457342412;145.6812071882;
2010-06-11;;99.1453971292;99.2396179152;96.8194796203;100.3069364691;99.3382763524;99.6394838288;100.6180942929;100.0803691152;99.7004521178;97.6500332988;99.6241398873;81.499419846;;101.1649828488;96.2103165143;95.4820859974;98.3228356606;103.9374649585;99.0847257756;99.8177716215;101.745790877;99.4269233742;101.8594357675;100.7644514824;101.4281211181;99.7273206704;89.9375603068;100.3798249347;101.9004435855;100.9163651599;99.3650865368;94.0496366629;100.6127773599;98.5373445453;101.3271398373;119.1219426839;98.8647610024;145.743543382;
2010-06-14;;99.2240370387;99.1355175278;96.0396352988;100.531121013;99.5409688651;99.7563870266;100.8582187659;99.9808905311;99.6176610737;97.5738023985;99.5043129746;80.8896585895;;101.5580742454;95.9321132548;95.1056167786;98.3209768464;104.0773165397;99.3993843946;99.9774903677;102.0635287556;99.4130984804;102.0863640065;101.0572410127;101.730602961;99.7922465406;89.3717882959;100.485059544;102.1399387212;100.9255509174;99.5826583025;93.3474456081;100.5870646628;98.7811723462;101.5474185304;119.3368546573;98.7668830389;145.7071773544;
2010-06-15;;99.2564191572;99.0312925355;95.792913927;100.6503908133;99.6250035101;99.7952368095;100.9765189471;99.910444118;99.6060021968;97.562781549;99.4794557518;80.2012692124;;101.6118469431;95.3964024168;94.8547661512;98.4299540324;104.1040987346;99.5527402502;99.9951843268;102.1514918902;99.3440258559;102.1595598309;101.166916541;101.756850824;99.8506074148;88.9424688062;100.4263030193;102.280625495;100.9270411225;99.6674425874;92.7646352342;100.5062911774;98.7700085019;101.5865575965;119.2868490864;98.7550037181;145.737095083;
2010-06-16;;99.2630591662;99.2428883309;95.5175801391;100.5976675039;99.7996356684;100.0013603009;100.9684167693;99.9358064868;99.6111131833;97.5480702011;99.5240804142;79.3142742521;;101.8910934554;95.0713139163;95.0446263533;98.5410915453;103.9918299357;99.867918266;100.2895100939;102.1000054536;99.3857278585;102.0987748707;101.1614898308;101.9311683089;99.7438703031;88.9939814518;100.536447582;102.2551768322;100.9269930611;99.7957237074;92.3787186674;100.5949680835;98.8814657777;101.608065334;119.4377778154;98.858588566;145.7695148497;
2010-06-17;;99.2620464458;99.4283133922;95.7566504891;100.752015587;99.8038638903;100.0058776727;101.1076314793;100.0494723088;99.6562869095;97.7136099261;99.5836516101;79.3402419759;;101.9254127062;95.4454642297;95.482143952;98.5380321327;104.0628952601;99.9314193351;100.2960772837;102.2818945765;99.4759317149;102.2200760741;101.2754919726;101.9397833908;99.9044811578;89.3275471191;100.6035438738;102.2169207762;100.9291536679;99.8071141034;92.9478473995;100.6216216406;99.1333894856;101.5986927467;119.319448066;98.9185680247;145.8173360913;
2010-06-18;;99.3462496937;99.6593085223;96.1107722959;101.0031122083;99.7882783984;100.1132971459;101.2903486898;100.1177691451;99.6867984605;97.8559623341;99.6620908565;79.618041599;;102.0819165133;95.8103300374;95.9856433912;98.6506070893;104.2042413437;100.1340222893;100.4875134433;102.5191775828;99.6019251778;102.4940274229;101.4921177041;102.1177230506;100.1828126475;89.8044617989;100.5883010226;102.3675867158;100.9357630743;99.9398558336;93.7684454701;100.6860225997;99.340079202;101.7352368037;119.7505684156;99.0087910371;145.9136926741;
2010-06-21;;99.547552172;99.7908558796;96.2442565575;100.970488001;99.8130562348;100.3883033896;101.3938467174;100.2922213051;99.9282204965;97.9808588032;99.7937495166;78.6181400429;;102.2694911363;95.2123302583;96.0147463294;98.7382246647;104.2748751141;100.526206133;100.7679813456;102.6028754497;99.7607226488;102.5525041249;101.5038345351;102.1843662173;100.197642228;89.7963850512;100.6851142601;102.4554401054;101.0841487362;100.2499326316;93.6014617876;100.795547471;99.5973618321;101.8566865148;119.3797840429;99.105554417;146.1083008776;
2010-06-22;;99.5015170155;99.6864650306;95.8994848699;100.8281863535;99.7709050281;100.2932155517;101.1917402745;100.1736134048;99.7814627724;97.795116388;99.676294386;77.9473420954;;102.1474638106;94.6388021798;95.5414361244;98.7130796614;104.0206770717;100.525310601;100.6513897176;102.3633474835;99.5707958868;102.2842205855;101.3717857765;101.9901553606;100.0595411135;89.0006745936;100.6726082125;102.2150338039;101.0583535525;100.0454579664;92.4898677642;100.7122573974;99.5636141435;101.6355024726;118.5213194703;99.153445148;145.98315899;
2010-06-23;;99.4127870534;99.4999727188;95.5774978476;100.8192261762;99.6473209764;100.0896447743;101.1758517924;100.1062797908;99.7374144021;97.5807022185;99.5550757405;76.1752727295;;101.7291978952;94.4058731854;95.2527763471;98.5946408447;103.7435231958;100.2365313595;100.5001478119;102.3352772301;99.4656529904;102.1473413032;101.3232471744;101.7059547811;99.6656863601;88.4583821014;100.5957683489;101.7748945395;101.0414760114;99.7627746626;91.9501284705;100.6152659358;99.3286027115;101.235777653;118.1936050291;99.1643403162;146.0343043674;
2010-06-24;;99.4087987505;99.3914161002;95.4214518115;100.578012604;99.6519367539;100.0216162839;101.0331071004;100.1540161813;99.7399928731;97.2428427069;99.5537056333;75.0694633043;;101.6019852741;94.3808548575;95.1762823174;98.578680338;103.3604242768;100.1100164439;100.4083917418;102.0987755376;99.4463242482;101.9704188719;101.0862845988;101.5888165565;99.3338967808;88.1973395721;100.5009892536;101.4243880451;100.9997043272;99.4681720039;91.8957194888;100.6021026421;99.2102579326;100.9280732568;118.0113721738;99.1361720744;145.9380571521;
2010-06-25;;99.2496041401;99.3090882698;95.3613303396;100.7636227562;99.6431358519;99.8613629102;101.1837419673;100.1116232572;99.7296885268;97.0477708253;99.5007746555;75.4315988927;;101.4011203484;94.3376715266;95.109268615;98.5667049534;103.1101846426;99.8397091473;100.2397462913;102.2792273718;99.4757390251;102.1105263676;101.3437211506;101.3839647417;99.0861519283;88.1998210234;100.4744789297;101.5064327968;101.0102078434;99.4771498336;91.8035192319;100.6054222933;98.8249181752;100.9614513358;117.9722480369;99.120727653;145.940537731;
2010-06-28;;99.3611072024;99.3925802004;95.3571265976;100.8506286228;99.6413215787;99.966630953;101.383068081;100.1350405699;99.7545847559;97.1132126259;99.5026494404;75.3539652214;;101.504054302;94.4157993346;95.1518029693;98.605075964;103.3369518809;99.9003475326;100.3669316135;102.364945205;99.5106453267;102.1632676893;101.4347803575;101.5564714448;99.1538289606;88.2585150595;100.4520711366;101.6489396858;100.9884619874;99.609438641;91.8407927197;100.6308015129;99.0127215564;101.069996658;118.1926288084;99.1527329848;145.9309230014;
2010-06-29;;99.2589285334;99.1002564319;95.1491883088;100.3618235894;99.4911289086;99.8484996714;101.1338337729;100.0906911686;99.6839052377;97.0063018207;99.4152393577;75.6849451866;;101.2150270212;94.2563204671;94.5502334403;98.5364493466;102.7277629699;99.6325859939;100.0602640436;101.9309179231;99.4601309904;101.7100976543;100.9074401692;101.2041499461;98.6832608681;88.1891257048;100.3747172564;101.1591016549;101.0504023318;99.0791422582;91.5642865684;100.6064960771;98.6732327024;100.6260039256;118.0088767495;99.1097022384;145.8718757749;
2010-06-30;;99.112687167;99.2963369654;95.3315013911;100.3514647267;99.5252401713;99.69958064;101.1722658367;100.1954960025;99.7612582382;97.4153464887;99.476305045;76.9537416328;;101.0155772813;94.5634169014;95.0332731219;98.3134580037;102.8878346766;99.4293650293;99.9975884232;101.8821961978;99.562493805;101.710633691;100.9044166033;101.2056643154;99.1993263887;88.8671778719;100.3708411791;101.3434452649;101.0276357454;99.3071979575;92.0492687382;100.6878391547;98.6799286384;100.8331811357;117.8685317023;99.255333396;145.8726160176;
2010-07-01;;99.0846645205;99.3082149969;95.4480729969;100.2732458866;99.3781821546;99.6835666121;101.1884772677;100.1896133518;99.7765638813;97.6057193224;99.5475492061;77.3161947134;;101.0995166876;94.7234009572;95.2608173973;98.241669996;102.4688111303;99.4362026255;100.002253981;101.8135443508;99.6585112346;101.5632834372;100.8751854152;101.222886893;98.9842449629;88.9809485157;100.3278355062;100.9179976009;101.0642524213;98.9904799626;91.9699646473;100.7101881413;98.6795528634;100.5626085568;117.1117081759;99.3024434665;145.9780517025;
2010-07-02;;99.1493321748;99.3901426314;95.7778412281;100.2726289447;99.3847204769;99.8224554866;101.1817529465;100.2081097285;99.7846324534;97.8021028149;99.5916118029;77.3707322128;;101.3399100122;95.0138838224;95.594885733;98.2590614099;102.6677643529;99.6694821775;100.182072886;101.8029178488;99.7234145427;101.5565033889;100.8373725007;101.3160811409;99.1207852136;89.5956018647;100.3189526816;101.2950577247;101.0581504569;99.1656912739;92.262086202;100.7420314497;98.8401388895;100.8819040685;117.0038324512;99.3903170711;146.0337420881;
2010-07-05;;99.2208285316;99.2832212523;95.7110991295;100.2851444268;99.5169763819;99.9070721203;101.1954556527;100.1954047156;99.7792914328;97.5852883581;99.545397892;77.3207100649;;101.5532631318;94.8622861234;95.4467096816;98.29514722;102.8202888386;99.8659213598;100.3297930194;101.8150692647;99.7189501361;101.5680553811;100.8496522142;101.620297767;99.1714717375;89.1849297979;100.3551346482;101.3524775667;101.0093288663;99.2429226079;92.0584430977;100.701847356;98.9727065546;100.9794934136;117.1382189702;99.2546015449;145.9767408905;
2010-07-06;;99.1890558002;99.2922180182;95.9160919948;100.3301963823;99.5296424939;99.8505334595;101.2435799788;100.185201804;99.8665766348;97.5817719241;99.5627990059;77.3159777118;;101.4753203395;95.0641691602;95.6124876037;98.2735665493;102.9662127256;99.8445661097;100.3210232452;101.8658870552;99.6970980443;101.7442210663;100.8914280348;101.5305037375;99.4888047141;89.5572536423;100.377062663;101.6153396745;101.0448077121;99.4467023039;92.4622914257;100.7073087441;98.9734907844;101.2375417276;117.8795725058;99.2835851213;145.9794446021;
2010-07-07;;99.1733764969;99.299714854;95.999035757;100.5843872899;99.6081084684;99.8133534442;101.4936245155;100.2271500479;99.8778934788;97.5701735868;99.5831252681;77.306321225;;101.5163275397;95.0757311006;95.7642346012;98.3070756927;103.054113512;99.838976467;100.3176174223;102.0817775458;99.7282600845;101.9355069176;101.1796961144;101.483786707;99.4407890383;89.6039592349;100.3801570794;101.6252465915;101.0258308996;99.4005705798;92.6052236613;100.7406265875;98.9115619685;101.2584011415;118.2949737254;99.2999547258;145.9941416418;
2010-07-08;;99.4136254665;99.4983182255;96.6760745526;100.7696915673;99.8656450413;99.9943395503;101.6229034958;100.3007242131;99.9181061996;97.7764887848;99.6958231876;77.7177266204;;101.9386304418;95.4931649857;95.9589734486;98.4102251465;103.3923472172;100.0808216829;100.4788895119;102.2689775502;99.8098849594;102.1496692663;101.4012246083;101.8653484714;99.6783176486;89.9379060634;100.4420815994;102.0467163389;100.9797995018;99.8593853481;93.238677287;100.8888277486;99.1344650288;101.6275147979;118.9319006532;99.4340547463;146.0868019963;
2010-07-09;;99.5548212619;99.7115378985;96.8842078139;100.8804391646;99.8886114317;100.2517919047;101.6805834339;100.3823151757;99.9812162276;97.8680825386;99.7378467977;78.2663568905;;101.9857484603;96.0524983528;96.1560202047;98.6207583665;103.5252845765;100.3202049932;100.6921061578;102.3732451234;99.8746818464;102.2251668711;101.4607816738;101.9690379474;99.7074773752;90.2594699757;100.465858759;102.1325324154;101.0102548225;100.0744351093;94.0665676265;100.9646114339;99.3039597524;101.7292466349;119.3634618358;99.5460505892;146.1135857755;
2010-07-12;;99.5547490884;99.66782213;96.8125329001;101.0556381282;99.8324435386;100.257304491;101.8701980764;100.326914466;99.9585796093;97.8599694921;99.7383293719;78.2724595401;;102.0680044466;95.6460756212;95.8166183695;98.6695942569;103.4878651402;100.3252457052;100.6423472721;102.5235254342;99.786325428;102.4546065501;101.6173696148;102.0671232902;99.6873075019;89.9546353174;100.4505042766;102.1378847723;101.0398078105;100.130873813;93.81113055;100.9282087772;99.3127814396;101.7552723374;119.5349699708;99.5755487065;146.1126431482;
2010-07-13;;99.5441314728;99.7435457855;96.9206000232;101.2923933647;100.0465257522;100.3031382105;102.1357027064;100.3980774741;100.0112464357;97.9227725744;99.750377443;79.1208081053;;102.2176023466;96.1434016192;95.8490965562;98.6608834413;103.9062260386;100.3448107405;100.6800156183;102.6832806188;99.813936616;102.700035335;101.9019521362;102.1013487799;99.8652683009;90.0092667656;100.4773230224;102.6387963321;101.0417574169;100.5454337118;94.2101382727;100.9481472911;99.370308312;102.084847301;120.2321745893;99.5987131087;146.1223130601;
2010-07-14;;99.676400694;99.658231867;96.8083942058;101.1274267411;100.0860624856;100.3830535235;102.0167486321;100.3591609905;99.9884855251;97.9042596408;99.7357942046;78.9782903;;102.4136611096;95.6458366158;95.6438568743;98.8750247725;104.0278045533;100.602796464;100.8684645868;102.5207196931;99.7917205592;102.6455686692;101.7979645687;102.4422455805;99.9133353978;89.7869351216;100.4943450899;102.6650857794;101.0390109221;100.7560794319;93.6887362522;100.9204327145;99.524517159;102.1527395267;120.1770639714;99.5057090151;146.0444547673;
2010-07-15;;99.6532286884;99.6722353137;96.7728053805;101.182423508;100.0769836242;100.3287907049;102.0412826342;100.3698315062;99.9785871425;97.9571717265;99.7765710625;79.0889632412;;102.4052087106;95.1778856271;95.6289139629;98.9248421892;103.9601972609;100.5201860525;100.829690457;102.5713272762;99.8002329218;102.5842126149;101.8761663584;102.3092723302;99.9205933588;89.7518795203;100.4743857712;102.4844920373;101.0486987243;100.7821394629;93.709723475;100.9556268425;99.505904055;102.0320488764;120.1023219059;99.5190216936;146.0677408559;
2010-07-16;;99.6356275431;99.6799034749;96.8106862966;100.9850919223;100.0585451564;100.2816386378;101.9291071147;100.4048787915;100.0075028554;97.9555608294;99.7800668211;79.196982328;;102.3002711698;95.3753690614;95.7544793721;98.9603823281;103.9407835301;100.4256081443;100.6812055136;102.3870181097;99.8194382542;102.5114233937;101.7037964273;102.1749443681;99.9541859569;89.8427980388;100.4508130223;102.4341132509;101.0454105138;100.6976464542;93.9520455438;100.9585262358;99.4221808041;101.9108205014;121.0518658845;99.5393051807;146.024078711;
2010-07-19;;99.5579385397;99.1476165589;96.7427622518;101.0108405715;99.9571170039;100.1371132821;101.9202345895;100.3637248839;100.0133926146;97.8586875671;99.7534214693;79.0063570122;;102.1043566564;94.8448768793;95.7044326747;98.958159165;103.8380968802;100.3451475642;100.626355217;102.372120451;99.8115986431;102.4053681909;101.7114063819;102.1152673724;99.7624920763;89.8137918447;100.3321808325;102.2351510259;101.0499197015;100.5049786023;94.0569769274;100.9161887111;99.2684949395;101.6963051958;121.458456868;99.5370045061;145.9348449066;
2010-07-20;;99.6445699965;99.1089600211;96.788228233;101.2208611231;99.9995938214;100.1052115069;102.1213563944;100.3606019782;100.0087765887;97.8646894233;99.7354313226;79.0816864479;;102.1346575183;94.911879413;95.7249184598;98.8701585586;103.9578278873;100.4137676932;100.6682026277;102.5937839019;99.7826887979;102.5594890013;101.8673639361;102.1655095964;99.7995853819;89.6933458414;100.3896849525;102.4204078804;101.0337348903;100.6089912803;94.0944580768;100.9252220383;99.316031239;101.8766686066;121.4732859906;99.5250063133;145.9551386319;
2010-07-21;;99.7383967062;99.3396904768;97.0284300509;101.1827064556;100.0976086245;100.1930955253;102.1036357452;100.3971159381;100.0630732728;97.9977627572;99.7712934473;79.119220537;;102.3690991995;95.1855185466;95.9019894581;98.9305735904;104.1279481843;100.5170306085;100.7223947842;102.5778540259;99.7706083316;102.6111659131;101.925657927;102.3491722473;99.9329757;90.0092302758;100.3876529749;102.6248364251;100.9666673777;100.7792977345;94.4311299889;100.9633158239;99.48526509;102.062622415;122.2978228231;99.5889838246;145.9882484499;
2010-07-22;;99.730317368;99.4052271593;97.1187865609;101.3538878796;100.123493471;100.2180728262;102.3295724048;100.4159903255;100.0727059907;98.0142012137;99.7617553316;79.3698651105;;102.365493665;95.2837130955;95.9685352597;99.2045040343;104.4268461352;100.5673103577;100.7056216325;102.749166526;99.8032052392;102.8025423622;102.1545444192;102.4069644195;100.076639499;90.0148951248;100.4316967307;102.9041029319;101.0256233458;101.0555854527;94.4825945413;100.9686105972;99.4812018845;102.3385053849;122.9332575978;99.6293696061;145.9713887027;
2010-07-23;;99.8363374845;99.5301940216;97.2719586078;101.3987919058;100.1171838471;100.3744694546;102.3330997763;100.5119331273;100.2481225793;98.3364784062;99.7891849767;79.6447820565;;102.8017900036;95.5868113523;96.208480897;99.3413123435;104.4391689988;100.7806666081;100.8925285778;102.7816627104;99.89728838;102.9038898331;102.1895146515;102.7240240332;100.0409945845;90.3576472643;100.3512417368;102.8385414442;101.0261043198;100.9728693383;94.5269384006;100.9683855432;99.7329724897;102.2794514926;122.497797629;99.7054715586;146.0759041357;
2010-07-26;;99.8930450348;99.755733457;97.4719337907;101.5709280612;100.2870803867;100.4406908272;102.5503610618;100.5465618063;100.2616020118;98.5282439683;99.8610785243;80.3463274211;;102.844986915;96.0675066642;96.8297274854;99.4835817238;104.615410551;100.8679115132;100.9314820166;102.9791250772;99.965367252;103.0245038509;102.3265286259;102.8203140527;100.2067705679;91.1007523456;100.4537389583;103.0667890511;100.9835873527;101.1420975269;95.041455742;101.0562030539;99.9579669618;102.456247915;123.0134384756;99.9825630379;146.154656413;
2010-07-27;;99.980565219;100.104929142;97.7871963989;101.5542926394;100.505331328;100.6166507275;102.5754612989;100.6365744594;100.2830688435;98.8252208642;100.005628166;81.3866836545;;103.2931576865;97.0440573128;97.5448455518;99.650561876;104.7743773761;101.235139892;101.0848763884;102.9746117726;100.1651060164;102.9967619438;102.314743193;103.2270489384;100.2653546839;92.0887473463;100.4399992193;103.1785775225;100.9522475957;101.2348591585;95.6210335323;101.1781749277;100.2088396801;102.5415480673;123.2985833135;100.3063657548;146.2202050607;
2010-07-28;;99.9768363796;100.0367161647;97.6417480463;101.4377787535;100.4354555725;100.5536295395;102.4769728575;100.60005044;100.2666343901;98.6965452331;99.9444892086;80.9636880421;;103.2241082142;97.324755806;97.4894720706;99.7077887214;104.4853938208;101.0983114074;101.0305318451;102.84887745;100.1485845238;103.0143914914;102.263781455;103.1660350926;100.2755841488;92.4157295258;100.4196684307;102.9942597847;101.0548892048;101.1526869601;95.3288158129;101.159913376;100.1418072347;102.4157212162;123.0917840562;100.1787887044;146.1869466523;
2010-07-29;;99.9671059978;100.0499485503;97.6224734049;101.5578434734;100.5003852792;100.5279618792;102.5693686319;100.5977715898;100.2716036767;98.6796326703;99.9249952399;80.5895168358;;103.1606795204;97.1450379861;97.4874865189;99.6598281165;104.554481912;101.0324552576;100.948456385;102.9808522303;100.1725777076;103.1382287466;102.3785972868;103.0343524541;100.2883947096;92.2795087122;100.4169201737;102.9916209075;101.1259334733;101.1756297854;95.4221211314;101.1298953838;100.0215169053;102.429754841;123.4057061151;100.2076126036;146.1663844173;
2010-07-30;;99.9723137463;99.9706024285;97.4627563492;101.5635794202;100.767217196;100.4318969039;102.5939611557;100.5864744361;100.2687856014;98.6269389579;99.9144323028;80.3412293559;;103.0056556272;96.9840156564;97.4382101416;99.6283374505;104.5155488154;100.9162377377;100.858948149;102.9688267819;100.1656812724;103.1642964312;102.4028924059;102.8981322076;100.3963544769;91.9063732294;100.4196769719;103.0655381606;101.1290511179;101.1927306076;95.2367629832;101.1116397387;99.9008977037;102.4866312811;123.292058893;100.1839797078;146.127671837;
2010-08-02;;99.981407662;100.1603539914;97.6541486364;101.7374221214;100.8122438028;100.5258771727;102.8188529822;100.5729947916;100.3060731323;98.7543731498;99.9470581116;80.8184848392;;103.3239866956;97.0858164816;97.668664859;99.6442154517;104.6881253418;101.1241737165;100.9734181502;103.1483387892;100.1949348264;103.3399874408;102.588444309;103.1782627927;100.5414018205;92.2532436652;100.5061955403;103.353194801;101.1325797182;101.4454773817;95.4274285598;101.0506658368;100.0264622967;102.6950446321;123.7099830349;100.3068050072;146.1369246232;
2010-08-03;;100.0168754725;100.2761877313;97.8520849078;101.6194361241;100.8413378807;100.6153869797;102.7736006352;100.6492094245;100.3369504589;98.9300907402;99.9914040339;81.3618277529;;103.424572995;97.4590682381;97.887810481;99.7377112999;104.7041011518;101.2446971258;101.0717472975;103.0430762414;100.2449337788;103.232982183;102.5383627023;103.2739622028;100.6406051336;92.4276430923;100.4939149706;103.3311687819;101.0954330463;101.3173250842;95.5312987968;101.1171633196;100.1495088507;102.6423761216;123.7294724732;100.476394224;146.1842155615;
