reference_date,1m,2m,3m,4m,5m,6m,7m,8m,9m,10m,11m,12m,13m,14m,15m,16m,17m,18m,19m,20m,21m,22m,23m,24m,25m,26m,27m,28m,29m,30m,31m,32m,33m,34m,35m,36m,37m,38m,39m,40m,41m,42m,43m,44m,45m,46m,47m,48m,49m,50m,51m,52m,53m,54m,55m,56m,57m,58m,59m,60m,61m,62m,63m,64m,65m,66m,67m,68m,69m,70m,71m,72m,73m,74m,75m,76m,77m,78m,79m,80m,81m,82m,83m,84m,85m,86m,87m,88m,89m,90m,91m,92m,93m,94m,95m,96m,97m,98m,99m,100m,101m,102m,103m,104m,105m,106m,107m,108m,109m,110m,111m,112m,113m,114m,115m,116m,117m,118m,119m,120m,121m,122m,123m,124m,125m,126m,127m,128m,129m,130m,131m,132m,133m,134m,135m,136m,137m,138m,139m,140m,141m,142m,143m,144m,145m,146m,147m,148m,149m,150m,151m,152m,153m,154m,155m,156m,157m,158m,159m,160m,161m,162m,163m,164m,165m,166m,167m,168m,169m,170m,171m,172m,173m,174m,175m,176m,177m,178m,179m,180m
2006-06-01,0.1516995616263841,0.1512999950376943,0.15129994972970606,0.15090243791272195,0.15073616919556243,0.15062973785152978,0.15058064114762293,0.15101500089578446,0.1513529496188879,0.15170222939263778,0.15266944802329752,0.15347608401634139,0.15420158603854262,0.15506087832789595,0.15580611576947812,0.15642988289849913,0.15672375307809272,0.15698503370742434,0.1572383848151948,0.1575777614244771,0.15788490221136486,0.15819509642731222,0.15857301302649174,0.15891954490213944,0.15924063705581615,0.15954237765277712,0.15982183712324738,0.16004573331416205,0.160047616893654,0.16004937490393933,0.16005361205326296,0.1601078164954688,0.1601587381271108,0.16019999314918776,0.16019999596494694,0.16019999862427525,0.1601958571197344,0.16017902184705335,0.16016305014751064,0.16012022987176366,0.15991768052076472,0.15972480925494015,0.15957888925859942,0.15966214616480245,0.15974170834922607,0.15979999626844177,0.1597999944962707,0.15979999279793988,0.1597804709143691,0.1597139077528582,0.15964995850987895,0.15961338507063094,0.15968207752558783,0.15974822966143098,0.1598071369277041,0.15984372760998444,0.1598790355030253,0.15991312690239745,0.1599460636127592,0.15997790332179718,0.16002585210817477,0.16011444762056337,0.1602002370245701,0.16028335155946527,0.16036391440622988,0.16044204129669137,0.16051637619918924,0.1605839104137372,0.16064949087563285,0.16071320115845822,0.16077512013622686,0.160835322309141,0.1608938781026228,0.16095085414214227,0.16100631350609973,0.1610603159587778,0.16111291816517204,0.1611641738893257,0.16120543866081283,0.16122420570279328,0.16124250965318732,0.16126036744381533,0.1612777951910096,0.1612948082441239,0.16131142123062436,0.16132764809803346,0.16134350215298543,0.1613589960976185,0.16137414206351575,0.16138895164338485,0.16140224828737293,0.16141149686958678,0.16142054662884964,0.1614294039083246,0.16143807478418748,0.1614465650795287,0.16145488037739297,0.16146302603302343,0.1614710071853631,0.16147882876786523,0.16148649551866323,0.1614940119901429,0.1615053350615263,0.161533077414882,0.16156029198626887,0.16158699369487795,0.16161319690284048,0.16163891544098807,0.1616641626331945,0.16168895131939354,0.16171329387735178,0.16173720224327814,0.16176068793134024,0.1617837620521525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-02,0.15174981885699257,0.15129867384628803,0.15128346778463797,0.15070771584423337,0.1508107461645649,0.15087943816971983,0.1509793897877636,0.15147744201099034,0.15186496495725677,0.1522602813634939,0.15304881433547957,0.15370633734055184,0.15431368837909298,0.1550346960568938,0.15565993365549113,0.1562188020459574,0.156777161108137,0.1572737066363703,0.15766432697530663,0.1577985869036298,0.1579200735890558,0.1580585833728505,0.1582521644875654,0.15842964226909428,0.15860604108757625,0.15879408171910803,0.1589682206264218,0.15909324104419031,0.15905903791318887,0.15902711590151997,0.15900001443542067,0.15900001020229548,0.1590000062257233,0.15900708225133764,0.1590429839273113,0.15907689208687037,0.15909004898007573,0.1590564607649727,0.15902459592217077,0.1589795865169994,0.1588756672373186,0.15877670515764652,0.15871392625651892,0.1587851397191351,0.1588531922282186,0.15888974126636657,0.15885488448025242,0.15882148104402427,0.1587999767871282,0.15879998132931217,0.1587999856933715,0.15880834790853648,0.15884263622489958,0.15887565556251704,0.15890889829439891,0.15894542776133558,0.15898067658412662,0.15901471094753217,0.15904759255290357,0.15907937899149882,0.15917557460148402,0.1593974855983573,0.15961239228237512,0.15982062111986273,0.16002247859924212,0.16021825273615975,0.16037840402590953,0.1604604294781431,0.1605400829296295,0.16061746580350333,0.1606926738218999,0.16076579740096997,0.16083692201350042,0.16090612852219666,0.16097349348635914,0.1610390894444027,0.1611029851744039,0.16116524593465065,0.16122792118883544,0.1612929583535827,0.16135639317116124,0.16141828413740789,0.16147868693510237,0.1615376546010585,0.1615952376814449,0.16165148437628996,0.16170644067404383,0.1617601504769821,0.16181265571817427,0.16186399647066674,0.16188926295355843,0.1618522893820291,0.1618161120799595,0.16178070559849989,0.1617460455618316,0.16171210861120322,0.16167887235243295,0.16164631530662765,0.1616144168638951,0.1615831572398363,0.16155251743462462,0.16152247919449736,0.16149330582364962,0.16146558424204338,0.1614383913334152,0.161411712117286,0.1613855321738622,0.16135983761804917,0.1613346150748931,0.16130985165636802,0.1612855349394149,0.16126165294516182,0.1612381941192471,0.16121514731317887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-05,0.15170987653246848,0.15127421813786546,0.1511000189134073,0.1505729484233933,0.15052623767450135,0.15049509822877538,0.15055861175855667,0.15105658897806262,0.15144405359770152,0.15188090875373117,0.1527286109632775,0.15343550600259714,0.15412778604366006,0.15500040656015135,0.15575721134251586,0.15638614463303635,0.1568066044471501,0.1571804748447665,0.1575097939673158,0.1577901486206823,0.1580438613411992,0.1583010616718865,0.15858666222296658,0.15884852458979992,0.15910764621932194,0.15937526198445817,0.15962310945087776,0.1598067718218279,0.15983402554671478,0.1598594629344119,0.15990780365871027,0.1600958025041106,0.16027243523688406,0.16039116400072184,0.1603553411359404,0.16032150944576307,0.16027683737215104,0.16020984612484868,0.16014629390157897,0.16006353257736006,0.15991492110363792,0.1597734040665879,0.15969005016602944,0.15977175180884173,0.15984982764546096,0.15989998054413057,0.15989997828201186,0.15989997611414797,0.15989997722375637,0.1598999833674435,0.15989998927020177,0.15991001521075954,0.15994424147482578,0.1599772010540046,0.16003199725081263,0.16014140074778394,0.16024697530678167,0.1603489184799498,0.16044741445909372,0.1605426351863406,0.16065391570608667,0.1607922759596485,0.16092625954085293,0.16105607088271334,0.16118190188148662,0.16130393284317202,0.1614067087466613,0.1614756788476237,0.16154265373465293,0.16160771875155477,0.16167095444320712,0.16173243688819028,0.161792238004131,0.16185042582833242,0.1619070647759946,0.1619622158780858,0.1620159370007117,0.1620682830476381,0.16211090631385905,0.16213898604052712,0.16216637309417048,0.1621930927928803,0.16221916923572266,0.16224462537523232,0.16226948308479594,0.16229376322133704,0.16231748568368243,0.16234066946695158,0.16236333271328385,0.16238549275918612,0.16239687138126357,0.16238763702631265,0.16237860133065074,0.16236975795184483,0.16236110081460553,0.16235262409686824,0.16234432221673534,0.16233618982021936,0.16232822176972816,0.16232041313324164,0.16231275917413157,0.16230525534158002,0.16229731503396416,0.1622880859150464,0.1622790326600727,0.16227015028976433,0.16226143401105908,0.1622528792084843,0.1622444814360089,0.1622362364093386,0.16222813999862695,0.16222018822157747,0.16221237723691373,0.16220470333819104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-06,0.15176766336959746,0.15131239138745944,0.15091960289892992,0.15054246197048893,0.15053292342070557,0.15052656443144952,0.15064276341187366,0.15117907149737841,0.1515963728212406,0.15208864435694203,0.15295242517035001,0.15367273720506835,0.15439691849151083,0.155283614144752,0.1560526346049005,0.15668655593680314,0.15712749979734397,0.15751959100913848,0.1578664790050417,0.15816916225073308,0.15844308670106666,0.15874045474398768,0.15908711177657398,0.15940497182728763,0.159654368237506,0.15982934772694457,0.15999138931399326,0.16009708737840533,0.1600873901998947,0.16007833957308382,0.16008061019167985,0.16012694738282218,0.160170477945339,0.16019999001641083,0.16019998629516552,0.16019998278065617,0.16018677383189206,0.1601533663369208,0.16012167293605417,0.1601040762695578,0.16011785362441344,0.1601309750668698,0.16014623410968176,0.1601675131401652,0.16018784680061948,0.16021361235168574,0.1602483268550623,0.16028159589546687,0.1602999956172313,0.16030000352755702,0.16030001112767422,0.1603350532796426,0.16043752677670509,0.16053621351230674,0.16061243572765393,0.1606488457267341,0.1606839792648036,0.16071790231069616,0.16075067636444706,0.16078235882939174,0.16085724833502124,0.1609877746430437,0.1611141712435784,0.16123663107279662,0.16135533523280277,0.16147045388525605,0.1615571813647667,0.16160138979312766,0.16164431842787597,0.16168602204934612,0.16172655235542943,0.16176595817537298,0.1618042856660289,0.16184157849221048,0.16187787799263442,0.16191322333278002,0.16194765164584912,0.16198119816289447,0.16202038286910048,0.16206713017170848,0.16211272503146423,0.16215720954551127,0.16220062378532596,0.16224300591711005,0.1622843923136974,0.16232481765866558,0.16236431504327742,0.16240291605682278,0.16244065087087756,0.1624775483179548,0.16249284797182084,0.16247440225844967,0.16245635351039778,0.16243868904960945,0.16242139673221478,0.16240446492068839,0.1623878824577314,0.16237163864175286,0.16235572320384017,0.16234012628610928,0.1623248384213445,0.1623098505138345,0.16229379032036473,0.16227533845288944,0.1622572383341705,0.1622394800010718,0.16222205386320532,0.16220495068566287,0.16218816157269633,0.16217167795228882,0.1621554915615615,0.16213959443296266,0.16212397888118946,0.16210863749080007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-07,0.1516933212030669,0.1511485542957256,0.15064866760428886,0.15029752325110524,0.1502845016851193,0.15027582072302126,0.15042675282879459,0.15098009412489444,0.15141065468721737,0.15193242629423254,0.15276250058102026,0.15345468605183976,0.15420356451580486,0.15514852802243628,0.1559681221734872,0.15663721508690465,0.15711367668864473,0.15753736288157083,0.1579516426893408,0.15839126092743183,0.15878915457575848,0.15912711535904678,0.15940531215760512,0.159660384543711,0.1599054464686247,0.16014264831475278,0.1603623229048623,0.16052166794826062,0.16058376677325925,0.16064172867455584,0.1606937430178823,0.1607356551472554,0.16077502852619796,0.16079998288492825,0.16079999500375597,0.16080000644931558,0.16078516287202071,0.16075181656285165,0.16072018120634302,0.1607141969768917,0.16075546894152648,0.16079477693887556,0.1608296965602789,0.16085802352965373,0.16088509216845592,0.1609153356578812,0.16094997120084042,0.16098316456582973,0.1610000024547682,0.16099999539342957,0.16099998860900633,0.16101332113194444,0.1610474182075612,0.1610802533749558,0.1611212764037271,0.16117580825489553,0.16122842913563717,0.16127923776593933,0.16132832618111959,0.1613757802882103,0.1614590690021913,0.1615801449864569,0.16169738931553646,0.1618109810444568,0.16192108824296136,0.1620278688252368,0.16210898402482332,0.1621581754440482,0.16220594301762126,0.1622523476833997,0.16229744695078896,0.1623412951385106,0.1623839435928529,0.16242544088824884,0.16246583301182893,0.16250516353342204,0.16254347376232592,0.16258080289203414,0.16261357077975158,0.16264159091324548,0.1626689198420983,0.16269558283079055,0.16272160392735513,0.1627470060357199,0.16277181098294635,0.16279603958178424,0.16281971168891274,0.16284284625921686,0.1628654613964058,0.16288757440026091,0.16289497475083392,0.1628834511951529,0.1628721755684075,0.16286113995448104,0.1628503367707126,0.16283975875052148,0.16282939892710813,0.16281925061815272,0.16280930741144095,0.1627995631513537,0.1627900119261585,0.16278064805604986,0.16276871783335634,0.16275259425258715,0.16273677800487296,0.16272126038601598,0.1627060330174337,0.16269108783107566,0.16267641705516822,0.16266201320073792,0.16264786904886508,0.16263397763861942,0.1626203322556372,0.16260692642129948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-08,0.15149051494102483,0.1510136645943112,0.15050074256822055,0.15004033980336606,0.14988617177988872,0.14978340457935757,0.14991096573773732,0.15044640643641727,0.15086303267717183,0.15143751558205998,0.15234638380569177,0.15310432198202983,0.15388147630678706,0.1547525318200329,0.15550797846728992,0.15623172180072098,0.15698808146788323,0.15766081653255015,0.1581343335449048,0.1583618841285619,0.1585678017527612,0.15883401617153092,0.15916026394279004,0.15945940508583756,0.15971233517863714,0.15992631958900927,0.1601244885067894,0.16021433026850196,0.16015018650823887,0.1600903221981791,0.1600552915799347,0.16007323499502113,0.1600900911832277,0.16011410657447467,0.16014961665833272,0.16018315495778612,0.16021646138699386,0.16024970816668405,0.16028125086398926,0.16031080786786922,0.16033827477597407,0.1603644343405657,0.16039667310372807,0.1604390332557668,0.16047951217917067,0.16053400046988164,0.16060314927087616,0.16066942073802903,0.1607178255975268,0.16075078496841644,0.16078245269652713,0.1608149896454647,0.16084902909820653,0.16088180877387148,0.16093989563457467,0.1610306134575994,0.1611181549192202,0.1612026839728662,0.16128435347918457,0.16136330612857952,0.16143776108636732,0.1615081066100068,0.16157622300233654,0.16164221456677508,0.16170617919939323,0.1617682088734751,0.16179995977992911,0.16179996420532272,0.16179996850244405,0.16179997267679047,0.16179997673354984,0.16179998067762136,0.16179998451363597,0.16179998824597464,0.16179999187878424,0.16179999541599366,0.16179999886132768,0.16180000221831947,0.1618049863193789,0.16181431730147344,0.1618234179611373,0.1618322967221919,0.16184096160261663,0.16184942023869708,0.1618576799074718,0.1618657475476124,0.16187362977886388,0.16188133292016094,0.16188886300652183,0.16189622580481755,0.16189288331151364,0.1618781418264812,0.16186371754367435,0.1618496003338994,0.16183578049469283,0.1618222487280847,0.16180899611973554,0.1617960141193544,0.16178329452230122,0.16177082945229637,0.16175861134515546,0.16174663293348357,0.16172228959600687,0.16168178010609768,0.16164204359799128,0.16160305815632192,0.16156480268641848,0.16152725687624292,0.161490401160429,0.1614542166862849,0.1614186852816366,0.16138378942439768,0.16134951221375649,0.16131583734288246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-09,0.15149367993627316,0.15087957899644344,0.1502180785893159,0.14964961928126597,0.14949034544882056,0.14938417515292768,0.14950814211002572,0.14995088250941935,0.15029535404336603,0.15090211597421432,0.15188832151490872,0.15271080498000056,0.1535648494540538,0.15449271614703441,0.15529747095499702,0.15596649981423027,0.1565026809961274,0.1569794952737562,0.15742418674612813,0.1578472387294536,0.15823013328778068,0.15859199288586612,0.15893437021599555,0.15924830498192732,0.15944016818262963,0.15954732028888152,0.15964654403161438,0.1597126478174382,0.15974067223967903,0.1597668289780967,0.15979782140026044,0.159839515664014,0.15987868436807218,0.1599158436903545,0.1599512608140794,0.15998471131280256,0.1600361918441957,0.16010252531751834,0.1601654605805647,0.160207598823914,0.16022471877509403,0.16024102372536642,0.16025780127541278,0.16027542017252738,0.1602922562575244,0.16037471751737975,0.16051272348714085,0.1606449946099089,0.16071942681160345,0.16075233146907797,0.16078394662647266,0.16080001770551133,0.160800018108876,0.16080001849730108,0.1608443126829766,0.16093488332987294,0.16102228275820485,0.16110667465646933,0.16118821163827168,0.16126703616337945,0.1613082526093037,0.16132229284067967,0.16133588751217376,0.1613490575019434,0.1613618224037887,0.1613742006244181,0.16139638052469607,0.16142701915944868,0.16145677049130192,0.16148567251486678,0.16151376108602533,0.16154107007032947,0.1615676314792136,0.16159347559516957,0.16161863108691854,0.16164312511549483,0.1616669834320721,0.1616902304682688,0.16168914699823378,0.16167050671385774,0.16165232697152976,0.1616345909117336,0.1616172824879567,0.1616003864182669,0.16158388814031066,0.1615677737694523,0.16155203005980212,0.16153664436790338,0.1615216046188679,0.16150689927477146,0.16148531264869503,0.16145771734583003,0.1614307161249675,0.1614042900059911,0.1613784208087825,0.1613530911115133,0.16132828421151646,0.16130398408855817,0.1612801753703368,0.1612568433000534,0.16123397370591186,0.16121155297241474,0.16119109473116322,0.16117269348291385,0.1611546430179549,0.16113693340050994,0.16111955506652853,0.161102498806462,0.1610857557489902,0.16106931734563457,0.1610531753562059,0.16103732183503028,0.16102174911790756,0.1610064498097572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-12,0.15141376734202483,0.15080572597390218,0.15018345564858948,0.149671275074845,0.1495961722232404,0.1495461063811523,0.14972761950747016,0.15017281566525909,0.15051919852217321,0.15125040186593508,0.15239986085467194,0.1533586199893091,0.15437019226807802,0.15544212002787816,0.1563719291994521,0.15715016925377978,0.15779213920294777,0.15836307814637518,0.158889410765493,0.15937926161757265,0.1598226384199024,0.16025196425453814,0.16066283317434937,0.16103959083139308,0.16124547724458638,0.16135221657404153,0.16145105803451987,0.16152688341884014,0.16158052878351836,0.16163060002591512,0.1616656384490467,0.1616799049867439,0.1616933070453952,0.16177025727705585,0.16191157127914413,0.1620450502863955,0.16214930785709258,0.16223200497585188,0.16231046665641924,0.1623584268705769,0.16237552054788962,0.1623918004742777,0.16241734076444003,0.16245248963705472,0.16248607733057008,0.1625203754782245,0.16255480791071752,0.16258780661551397,0.16264202871770106,0.16270769622241898,0.1627707920245316,0.16281827144372985,0.16285219347325652,0.16288486006660285,0.16292920977683023,0.16298346889650395,0.1630358265873162,0.16308638107714413,0.1631352239424646,0.16318244066197352,0.16327245072798213,0.16338641252692776,0.16349676712940608,0.1636036831328147,0.1637073187889564,0.16380782278558947,0.16386395404824383,0.1638878572189013,0.16391106801381228,0.163933616086386,0.1639555294205184,0.1639768344464554,0.16399755614713896,0.1640177181559357,0.16403734284655225,0.16405645141585778,0.16407506396025395,0.16409319954617674,0.16407645687468397,0.1640392173873053,0.16400289854099603,0.1639674666122597,0.16393288950480733,0.16389913665258127,0.16386617892963673,0.1638339885663147,0.163802539071205,0.16377180515843381,0.16374176267986162,0.16371238856180392,0.16367328623707222,0.16362733924013417,0.1635823821067468,0.1635383831900057,0.16349531217782376,0.16345314002328926,0.1634118388793393,0.16337138203744161,0.16333174386999527,0.163292899776196,0.1632548261311213,0.163217500237816,0.16318043433965612,0.16314366289657056,0.16310759299137279,0.1630722047375195,0.1630374789930642,0.163003397326132,0.16296994198229675,0.16293709585374017,0.1629048424500814,0.1628731658707716,0.16284205077895542,0.16281148237671106,0.1627829081536698,0.1627557190504163,0.16272899533770735,0.16270272516794781,0.16267689709230382,0.1626515000440636,0.16262652332282923,0.16260195657948273,0.16257778980189008,0.1625540133012946,0.1625306176993666,0.1625075939158691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-13,0.15136827332287583,0.1507223858461606,0.15011657965813474,0.14974661480555507,0.14962914541324257,0.14955083915279066,0.14980957595728683,0.15037094864747869,0.15080776133120932,0.15161422089624255,0.15273180517770202,0.15366395385086906,0.1547616590047891,0.15596397362983816,0.15700699217936553,0.15795268513906735,0.15882120608784822,0.1595937715758562,0.16018953379159306,0.1606431120138918,0.16105364510734033,0.16153608739539904,0.16204100438639224,0.16250403777169087,0.16277816577993853,0.16295816630054105,0.1631248582940079,0.16319074380606224,0.1631740402826236,0.16315845054382505,0.1631898328714001,0.1632786316260244,0.16336205481307675,0.16345790678740157,0.16356359506072615,0.16366342057875372,0.16374268444477513,0.16380868916680935,0.16387131249188203,0.16396489589699814,0.16408415775930063,0.1641977518460751,0.16433560115755275,0.16449343727306265,0.16464427844088947,0.16467796321926875,0.1646435954652079,0.1646106606525335,0.1646225980612115,0.1646553871558214,0.1646868912731434,0.1647598233709131,0.16486138628825397,0.16495919598605835,0.16505308499925153,0.16514335415328985,0.1652304625988974,0.16531457348442058,0.16539583891970344,0.16547440089412802,0.16554798263320047,0.1656180098159301,0.16568581792256065,0.16575151078751427,0.1658151858665855,0.1658769347193363,0.16590602727407378,0.1659155798836376,0.1659248556808648,0.1659338665259782,0.16594262361119383,0.1659511375070999,0.16595941820522198,0.16596747515713983,0.1659753173104741,0.1659829531420336,0.16599039068838084,0.16599763757404462,0.1660000118581002,0.16600001150969224,0.16600001116988672,0.16600001083836924,0.16600001051484026,0.16600001019901423,0.16600000989061936,0.16600000958939654,0.1660000092950984,0.1660000090074889,0.16600000872634246,0.1660000084514437,0.1660000073565353,0.16600000578261542,0.16600000424254358,0.16600000273523885,0.16600000125966718,0.16599999981483626,0.16599999839979596,0.16599999701363388,0.16599999565547496,0.16599999432447943,0.16599999301984014,0.16599999174078217,0.16602662662956447,0.16607253575672054,0.16611757218054235,0.16616176055100995,0.16620512459842796,0.1662476871759193,0.16628947029958474,0.16633049518647636,0.16637078229052205,0.16641035133653004,0.16644922135238893,0.16648741069957995,0.16640805975262873,0.166272155505365,0.16613858983883545,0.16600730290689603,0.1658782368881162,0.1657513359008742,0.16562654592268777,0.16550381471353748,0.16538309174295462,0.16526432812065805,0.16514747653054118,0.16503249116782226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-14,0.15131610006550011,0.1506221070709337,0.14994227782738423,0.14949014540515781,0.14930074854994935,0.14917450131688126,0.14940235735259888,0.14987950592101273,0.1502507584124888,0.15105866422448955,0.1521426772122565,0.15304680116111347,0.15408835363182316,0.15517424316412698,0.1561161738495085,0.15702506953107664,0.15789962138298952,0.15867755573933096,0.1592976020062078,0.15980143834611815,0.1602574789514819,0.1607405277578231,0.16121443219311904,0.1616490145610574,0.1619494529736516,0.16218856552615524,0.1624100099111172,0.16250190891446414,0.16250509540952796,0.16250806947946783,0.16257856463174702,0.1627168227759992,0.16284671661636985,0.16298407961776085,0.1631246085534208,0.16325734591787766,0.16332293444176016,0.16335586932698432,0.1633871161056577,0.16348082831904653,0.16361683105410263,0.16374637224864874,0.16388297126184725,0.16402295674584444,0.16415673638361894,0.16422371712784956,0.1642580012738497,0.1642908578611446,0.16427579523591485,0.164243077066748,0.1642116428290985,0.1642863017602838,0.16442148217814867,0.16455167074789046,0.16466893978758756,0.16477707583453305,0.16488142715207066,0.16498218901904682,0.16507954350720433,0.16517366057914384,0.1652192442253011,0.16524547025400382,0.16527086427283444,0.1652954652563141,0.16531930978210174,0.16534243221246014,0.16532717301921984,0.16529379472682781,0.16526138483605557,0.16522990180530384,0.16519930643549352,0.16516956170724506,0.16514063263145018,0.16511248611196971,0.1650850908193271,0.16505841707438007,0.16503243674106605,0.1650071231274035,0.16495932282558545,0.16490358432455832,0.1648492246517146,0.16479619326916906,0.1647444420790274,0.1646939252778894,0.16464459922163766,0.1645964222996783,0.16454935481786914,0.16450335888944356,0.16445839833329945,0.1644144385790831,0.16436886808932116,0.1643230148079442,0.1642781493665284,0.16423424018301147,0.16419125700740733,0.1641491708523073,0.1641079539276893,0.1640675795797233,0.16402802223329305,0.16398925733797132,0.16395126131720983,0.16391401152052398,0.1638769279451251,0.1638402184487755,0.1638042093059,0.16376888066360218,0.16373421341231964,0.16370018915135853,0.16366679015632446,0.1636339993483351,0.1636018002648998,0.163570177032359,0.16353911433979262,0.16350859741430068,0.16348029430382272,0.1634531469549636,0.16342646428062713,0.16340023445147955,0.163374446036332,0.16334908798552905,0.16332414961516206,0.16329962059206138,0.16327549091951998,0.1632517509237097,0.16322839124075017,0.16320540280439366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
